"filename", "language", "Shell Script", "JavaScript", "Python", "Java Properties", "Less", "Java", "JavaScript React", "TypeScript React", "Markdown", "TypeScript", "XML", "JSON", "HTML", "CSS", "JSON with Comments", "Properties", "comment", "blank", "total"
"/home/lewis/winterwell/my-loop/templates/meta.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 11, 5, 34
"/home/lewis/winterwell/my-loop/templates/template.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 4, 10, 62
"/home/lewis/winterwell/my-loop/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 2, 30
"/home/lewis/winterwell/my-loop/watch.sh", "Shell Script", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9
"/home/lewis/winterwell/my-loop/web/config.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 7, 10, 68
"/home/lewis/winterwell/my-loop/web/fonts/fontawesome-webfont.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2671, 0, 0, 0, 0, 0, 0, 1, 2672
"/home/lewis/winterwell/my-loop/web/img/15-second.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"/home/lewis/winterwell/my-loop/web/img/About-t4g-blob.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/home/lewis/winterwell/my-loop/web/img/Impact/Good-Loop_CarbonNeutralAd_Logo_Final-05.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 403, 0, 0, 0, 0, 0, 1, 2, 406
"/home/lewis/winterwell/my-loop/web/img/Impact/curves-background.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
